url,clicks,impressions,position,actual_ctr,expected_ctr,ctr_residual,lost_clicks,intent,top_query,queries_seen,has_affiliate_link,word_count,benchmark_covers_position
/f/top-5-reasons-you-need-buzzskito-for-a-safer-more-enjoyable-yard,0,38,4.9,0,2.74,-2.74,-1,other,,0,PAGE-NOT-ON-DISK,,yes
/hoa-condo-community-mosquito-control,0,128,8.9,0,0.83,-0.83,-1,other,,0,no,1493,yes
/home/f/mosquito-tick-control-in-toronto-protect-your-family,0,415,18.8,0,0.35,-0.35,-1,other,,0,PAGE-NOT-ON-DISK,,no
/home/f/mosquito-vs-tick-biteshow-to-tell-the-difference-when-to-worry,0,261,19.4,0,0.35,-0.35,-1,other,,0,PAGE-NOT-ON-DISK,,no
/home/f/the-complete-guide-to-tick-prevention-for-yards-in-south-ontario,0,413,14.9,0,0.35,-0.35,-1,other,,0,PAGE-NOT-ON-DISK,,no
/learn/tick-life-cycle,0,214,11.1,0,0.35,-0.35,-1,other,,0,no,1167,no
/millcroft-mosquito-control,0,289,67.8,0,0.35,-0.35,-1,other,,0,no,921,no
/mosquito-hamilton,0,25,1.2,0,5.69,-5.69,-1,other,,0,PAGE-NOT-ON-DISK,,no
/north-york-mosquito-control,0,410,26.3,0,0.35,-0.35,-1,other,,0,no,1727,no
/pest-control-burlington,0,370,45.1,0,0.35,-0.35,-1,other,,0,no,1733,no
/blog/best-bed-bug-spray-for-mattress-canada,21,2476,9.3,0.848,0.83,0.018,0,commercial,bed bug spray,250,yes,7649,yes
/blog/diatomaceous-earth-canada-buyers-guide,15,1066,6.7,1.407,1.45,-0.043,0,other,diatomaceous earth food grade canada,2,yes,2441,yes
/buzzskito-vs-mosquitoman,13,1587,8.7,0.819,0.83,-0.011,0,commercial,mosquito man toronto reviews,3,no,696,yes
/blog/natural-eco-friendly-mosquito-control-ontario,10,1220,9.2,0.82,0.83,-0.01,0,other,organic mosquito control,1,yes,1511,yes
/blog/mosquito-repellent-stickers-patches-canada,8,2190,9.5,0.365,0.35,0.015,0,question,are citronella stickers safe for babies,2,yes,2222,yes
/blog/propane-vs-electric-fogger-canada,8,406,6.4,1.97,2.08,-0.11,0,other,,0,yes,3127,yes
/contact,8,534,7.4,1.498,1.45,0.048,0,other,buzzskito,1,no,145,yes
/blog/best-wasp-trap,6,514,8.1,1.167,1.09,0.077,0,commercial,best wasp trap,44,yes,4107,yes
/blog/rodent-proof-compost-bin-canada,6,588,7.8,1.02,1.09,-0.07,0,other,rodent proof compost,1,yes,3338,yes
/mosquito-mississauga,6,587,8.4,1.022,1.09,-0.068,0,other,buzzskito,3,PAGE-NOT-ON-DISK,,yes
/blog/backpack-sprayer-canada,5,475,8.3,1.053,1.09,-0.037,0,commercial,backpack sprayer canadian tire,18,yes,2890,yes
/blog/how-to-stop-deer-eating-cedars-ontario,4,154,4.7,2.597,2.74,-0.143,0,other,,0,yes,3271,yes
/blog/mouse-proof-garage-door-seal-canada,4,214,6.4,1.869,2.08,-0.211,0,other,,0,yes,3285,yes
/blog/packtite-portable-review-canada,4,164,5.3,2.439,2.74,-0.301,0,other,,0,yes,3331,yes
/blog/pantry-moth-traps-canada,4,1058,9.9,0.378,0.35,0.028,0,other,,0,yes,4306,yes
/best-mosquito-control-companies-oakville,3,747,12.1,0.402,0.35,0.052,0,other,oakville mosquito service,25,no,857,no
/blog/best-bed-bug-heat-chamber-canada,3,239,7.6,1.255,1.09,0.165,0,commercial,heat chamber,18,yes,3867,yes
/blog/knock-down-bed-bug-killer-review-canada,3,141,5.8,2.128,2.08,0.048,0,other,,0,yes,3546,yes
/frequently-asked-question,3,294,8.2,1.02,1.09,-0.07,0,other,,0,no,717,yes
/milton-tick-spray,3,827,12.1,0.363,0.35,0.013,0,other,,0,no,933,no
/best-mosquito-control-companies-brampton,2,531,11.4,0.377,0.35,0.027,0,commercial,mosquito man brampton,34,no,883,no
/blog/bed-bug-heater-rental-vs-buying-canada,2,196,8.6,1.02,0.83,0.19,0,commercial,bed bug heater rental,33,yes,3235,yes
/blog/best-commercial-fly-light-trap-canada,2,627,10.4,0.319,0.35,-0.031,0,commercial,fly lights toronto,27,yes,3839,yes
/blog/best-magnetic-screen-door-canada,2,291,8.6,0.687,0.83,-0.143,0,commercial,best magnetic screen door canada,25,yes,4093,yes
/blog/mcculloch-mc1275-steamer-review-canada,2,77,6.1,2.597,2.08,0.517,0,other,mc 1275,1,yes,3676,yes
/blog/mosquito-control-etobicoke-north-york,2,577,22.7,0.347,0.35,-0.003,0,other,,0,no,1161,no
/blog/mouse-repellent-canada,2,685,11.5,0.292,0.35,-0.058,0,other,,0,yes,4054,no
/blog/picaridin-vs-deet,2,120,6.6,1.667,1.45,0.217,0,commercial,sawyer picaridin insect repellent canada,1,yes,2132,yes
/blog/tick-borne-diseases-ontario-complete-list,2,439,20.2,0.456,0.35,0.106,0,other,,0,no,1702,no
/etobicoke-mosquito-control,2,509,25.7,0.393,0.35,0.043,0,other,,0,no,1604,no
/home/f/mosquito-control-in-brampton-%E2%80%93-2025-guide,2,84,5,2.381,2.74,-0.359,0,other,buzzskito,2,PAGE-NOT-ON-DISK,,yes
/york-region-mosquito-control,2,459,12.9,0.436,0.35,0.086,0,other,,0,no,1056,no
/blog/alpha-gal-syndrome,1,202,14.8,0.495,0.35,0.145,0,other,alpha gal,36,no,2975,no
/blog/cluster-flies-in-house-canada,1,65,5.8,1.538,2.08,-0.542,0,other,,0,yes,3374,yes
/blog/crawl-space-dehumidifier-vs-vapour-barrier-canada,1,64,9.3,1.563,0.83,0.733,0,other,crawl space dehumidifier canada,1,yes,2905,yes
/blog/how-to-get-rid-of-bed-bugs-in-apartment-canada,1,352,12.3,0.284,0.35,-0.066,0,other,,0,yes,3830,no
/blog/how-to-get-rid-of-spiders-in-house-canada,1,68,9.3,1.471,0.83,0.641,0,other,,0,yes,3186,yes
/blog/how-to-get-rid-of-stink-bugs-canada,1,269,10.3,0.372,0.35,0.022,0,other,,0,yes,4074,yes
/blog/how-to-keep-mice-out-of-your-house-winter,1,337,17,0.297,0.35,-0.053,0,other,,0,yes,3246,no
/blog/mosquito-control-vaughan-york-region,1,402,13.2,0.249,0.35,-0.101,0,other,,0,no,1175,no
/blog/mosquito-spray-companies-gta,1,194,12.1,0.515,0.35,0.165,0,other,,0,no,1443,no
/blog/tick-repellent-for-dogs-ontario,1,201,10.6,0.498,0.35,0.148,0,other,,0,yes,2040,no
/buzzskito-vs-lawnsavers,1,140,9.2,0.714,0.83,-0.116,0,other,,0,no,911,yes
/commercial-mosquito-control,1,212,27.3,0.472,0.35,0.122,0,other,,0,no,974,no
/fletcher-meadows-mosquito-control,1,150,34.3,0.667,0.35,0.317,0,other,,0,no,915,no
/georgetown-tick-spray,1,163,12,0.613,0.35,0.263,0,other,,0,no,970,no
/home/f/mosquito-control-near-me-in-ontario-what-to-do-and-who-to-trust,1,327,27.8,0.306,0.35,-0.044,0,other,,0,PAGE-NOT-ON-DISK,,no
/king-city-tick-spray,1,345,15.5,0.29,0.35,-0.06,0,other,,0,no,1005,no
/learn/how-to-combat-ticks,1,246,25.9,0.407,0.35,0.057,0,other,,0,no,1268,no
/markham-tick-spray,1,351,23.8,0.285,0.35,-0.065,0,other,,0,no,927,no
/pest-control-halton-hills,1,240,13.7,0.417,0.35,0.067,0,other,pest control halton hills,1,no,1749,no
/pickering-mosquito-control,1,166,26.4,0.602,0.35,0.252,0,other,,0,no,987,no
/restaurant-patio-mosquito-control,1,70,6.2,1.429,2.08,-0.651,0,other,,0,no,1016,yes
/service-areas,1,206,17.7,0.485,0.35,0.135,0,other,,0,no,241,no
/toronto-protection,1,173,33.3,0.578,0.35,0.228,0,other,,0,PAGE-NOT-ON-DISK,,no
/woodbridge-tick-spray,1,343,22.8,0.292,0.35,-0.058,0,other,,0,no,916,no
/%231-mosquito-control-gta,0,6,7.3,0,1.45,-1.45,0,other,mosquito control backyard spray,1,PAGE-NOT-ON-DISK,,yes
/aldershot-mosquito-control,0,14,37,0,0.35,-0.35,0,other,,0,no,946,no
/alton-village-mosquito-control,0,6,25.7,0,0.35,-0.35,0,other,buzzskito,2,no,900,no
/baby-point-mosquito-control,0,17,25.1,0,0.35,-0.35,0,other,buzzskito,2,no,974,no
/bag/when-are-mosquitoes-most-active,0,1,1,0,5.69,-5.69,0,question,are mosquitoes worse during the day or at night,1,PAGE-NOT-ON-DISK,,no
/best-gta-mosquito-control,0,130,43.7,0,0.35,-0.35,0,other,mosquito control toronto,3,PAGE-NOT-ON-DISK,,no
/best-mosquito-control-companies-richmond-hill,0,104,15.8,0,0.35,-0.35,0,commercial,mosquito control vaughan,6,no,999,no
/blog/Advion-Cockroach-Gel-Bait-Canada,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/bed-bug-control-canada-hub,0,36,12.4,0,0.35,-0.35,0,question,is there an alternative?,2,yes,3379,no
/blog/bed-bug-poop-and-stains-droppings-canada,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/best-flea-spray-for-home-canada-2026-igr-guide,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/best-fruit-fly-trap-canada-terro-vs-katchy,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/best-hepa-vacuum-for-bed-and-fleas-canada,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/best-large-room-canada,0,1,5,0,2.74,-2.74,0,other,800 square feet,1,PAGE-NOT-ON-DISK,,yes
/blog/best-rat-trap-canada#biggest-fear,0,9,9.9,0,0.35,-0.35,0,other,rat zapper,3,PAGE-NOT-ON-DISK,,yes
/blog/best-rat-trap-canada#comparison,0,8,7.9,0,1.09,-1.09,0,other,electric rat trap,2,PAGE-NOT-ON-DISK,,yes
/blog/best-rat-trap-canada#mouse-traps-fail,0,3,7,0,1.45,-1.45,0,other,,0,PAGE-NOT-ON-DISK,,yes
/blog/best-rat-trap-canada#outdoors,0,25,8.2,0,1.09,-1.09,0,commercial,rat zapper,8,PAGE-NOT-ON-DISK,,yes
/blog/best-rat-trap-canada#placement,0,12,7.8,0,1.09,-1.09,0,commercial,rat zapper,5,PAGE-NOT-ON-DISK,,yes
/blog/best-rat-trap-canada#poison-canada,0,8,8.5,0,0.83,-0.83,0,other,rat zapper,5,PAGE-NOT-ON-DISK,,yes
/blog/best-rat-trap-canada#poison-us,0,11,9.8,0,0.35,-0.35,0,other,rat zapper,7,PAGE-NOT-ON-DISK,,yes
/blog/best-rat-trap-canada#pre-baiting,0,5,9.4,0,0.83,-0.83,0,other,electric rat trap,2,PAGE-NOT-ON-DISK,,yes
/blog/best-rat-trap-canada#trap-types,0,7,6.7,0,1.45,-1.45,0,other,top rated rat traps,4,PAGE-NOT-ON-DISK,,yes
/blog/best-rat-trap-canada#us-species,0,14,8.7,0,0.83,-0.83,0,other,rat zapper,7,PAGE-NOT-ON-DISK,,yes
/blog/best-rat-trap-canada#victor-vs-tomcat,0,1,10,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,yes
/blog/best-rat-trap-canada#which-trap,0,20,8.2,0,1.09,-1.09,0,other,rat zapper,6,PAGE-NOT-ON-DISK,,yes
/blog/best-wasp-nest-nest-canada,0,1,1,0,5.69,-5.69,0,commercial,best wasp spray for voids,1,PAGE-NOT-ON-DISK,,no
/blog/boxelder-bugs-canada-how-to-get-rid-of-them,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/bug-zappers-canada-do-they-work/,0,1,7,0,1.45,-1.45,0,other,,0,yes,14697,yes
/blog/bugs-that-look-like-ticks-8-legs-or-6,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/bugs-that-look-like-ticks-8-legs-or-6-id-chart,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/bugs-that-look-like-ticks-where-they-turn-up/,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/can-dogs-get-lyme-disease,0,60,27.4,0,0.35,-0.35,0,other,,0,no,2926,no
/blog/can-mosquitoes-bite-through-clothes-8-fabrics,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/can-mosquitoes-bite-through-clothes/,0,2,1,0,5.69,-5.69,0,other,,0,yes,2323,no
/blog/chigger-beta,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/diatomaceous-earth-buyers-guide,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/diy-outdoor-misting-system-kit-canada,0,103,9.9,0,0.35,-0.35,0,other,,0,yes,3502,yes
/blog/do-ticks-die-when-put-into-a-washing-machine,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/fall-yard-cleanup-leaf-blower-canada,0,30,9.4,0,0.83,-0.83,0,other,,0,yes,3283,yes
/blog/flea-bites-on-humans#bite-from-a-flea,0,1,9,0,0.83,-0.83,0,other,,0,PAGE-NOT-ON-DISK,,yes
/blog/flea-bites-on-humans#flea-bite-appearance,0,4,9.8,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,yes
/blog/flea-bites-on-humans#flea-or-bed-bug,0,3,10,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,yes
/blog/flea-bites-on-humans#how-long-do-bites-last,0,3,10,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,yes
/blog/flea-bites-on-humans#treatment,0,1,9,0,0.83,-0.83,0,other,,0,PAGE-NOT-ON-DISK,,yes
/blog/flea-bites-on-humans-vs-bed-bug-bites-2026,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/get-rid-of-wasps-canada-id-3-types-nest,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/gutter-guards-mosquito-breeding-canada,0,44,8.2,0,1.09,-1.09,0,other,,0,yes,3201,yes
/blog/home-to-get-rid-of-fruit-flies-canada,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/how-get-rid-of-cockroaches-canada,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/how-get-rid-of-wasps-canada,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/how-many-times-can-a-bite-you,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/how-many-times-can-a-mosquito-bite-in-one-night,0,6,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/how-many-times-can-a-mosquito-bite-one-night,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/how-many-times-can-a-mosquito-byte-you,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/how-to-get-rid-of-bed-bugs-canada,0,44,10.5,0,0.35,-0.35,0,other,,0,yes,4005,yes
/blog/how-to-get-rid-of-ground-waps-canada,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/how-to-get-rid-of-ground-wasp-canada,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/how-to-get-rid-of-ground-wasp-nest,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/how-to-get-rid-of-ground-wasps,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/how-to-get-rid-of-house-centipedes-canada,0,2,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/is-mosquito-spray-kids-pets,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/laser-mosquito-killer-is-photon-matrix-real/,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/male-vs-female-mosquito:8-Differences-Compared/,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/male-vs-female-mosquitoes,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/mosquito-bite-vs-spider-bite-how-to-tell,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/mosquito-bite-vs-spider-bite/,0,1,1,0,5.69,-5.69,0,other,,0,no,2087,no
/blog/mosquito-canada,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/mosquito-magnet-vs-dynatrap-canada-which-wins/,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/mosquito-screened-porch-kit-canada,0,25,7.3,0,1.45,-1.45,0,other,,0,yes,3228,yes
/blog/mosquito-trap-running-cost-canada,0,67,13,0,0.35,-0.35,0,other,,0,yes,3058,no
/blog/natural-mosquito-repellent-ontario/,0,1,1,0,5.69,-5.69,0,other,,0,yes,2942,no
/blog/no-see-um-bites-3-look-alikes-and-how-to-treat,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/no-see-ums-ontario,0,1,4,0,5.3,-5.3,0,other,,0,PAGE-NOT-ON-DISK,,yes
/blog/no-see-ums-ontario-towards-mesh-screens,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/no-see-ums-ontario-zone-20-mesh-screens/,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/ortho-home-defense-bug-review-canada,0,1,5,0,2.74,-2.74,0,other,,0,PAGE-NOT-ON-DISK,,yes
/blog/ortho-home-defense-mosquito-kill-and-prevent,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/rain-barrel-mosquito-proof-canada,0,59,9,0,0.83,-0.83,0,other,,0,yes,3349,yes
/blog/red-ticks-and-clover-mites/,0,1,1,0,5.69,-5.69,0,other,,0,yes,3578,no
/blog/tick-bike-vs-mosquito-bite,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/tick-bites-that-weont-heal-when-to-worry-ontario,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/tick-vs-bed-bug-how-to-tell-the-difference-id-chart-2026,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/ticks-have-8-legs-as-adults-6-as-larvae-and-no-antennae-common-look-alikes,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/to-get-rid-of-fruit-flies-canada,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/traces-punaises-de-lit-matelas,0,18,16.8,0,0.35,-0.35,0,other,,0,yes,3508,no
/blog/types-of-ticks-5-species-id-chart-sizes,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/ultrasonic-repellers-do-they-work,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/west-nile-virus-mosquito-risk-ontario,0,54,8.5,0,0.83,-0.83,0,other,,0,no,1196,yes
/blog/what-attracts-mosquitoes-to-you,0,118,14.7,0,0.35,-0.35,0,other,,0,yes,2243,no
/blog/what-blood-type-bite-myth-data,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/what-blood-type-do-mosquitoes-bite-myth-data,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/what-blood-type-do-mosquitoes-bite-myth-vs-data,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/what-blood-type-do-mosquitos-bite,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/what-colors-attract-mosquitoes/,0,3,1,0,5.69,-5.69,0,other,,0,no,1383,no
/blog/what-does-a-spider-bite-look-like-id-guide/,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/what-eats-ticks-and-mosquitoes-predators-ranked-ontario,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/what-time-are-mosquitoes-most-active-temp-table,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/when-are-mosquitoes-more-active,0,2,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/when-are-mosquitoes-most-active/,0,1,1,0,5.69,-5.69,0,other,,0,yes,6068,no
/blog/when-do-mosquitoes-go-away-at-night,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/when-to-worried-about-a-mosquito-bite-red-flags---buzzskito,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/when-to-worry-about-a-mosquito-bite-red-flags,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/why-are-mosquitoes-most-active,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/why-do-mosquito-bhite-itch,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/why-do-mosquito-bite-itch,0,2,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/why-do-mosquito-bites-last,0,4,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/why-do-mosquito-bites-last-full-timeline,0,2,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/blog/why-do-mosquitoes-my-ankles-how-to-stop-it,0,1,1,0,5.69,-5.69,0,other,,0,PAGE-NOT-ON-DISK,,no
/bramalea-mosquito-control,0,17,17.9,0,0.35,-0.35,0,other,,0,no,926,no
/brampton-protection,0,8,13.6,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/brampton-tick-spray-1,0,33,7.8,0,1.09,-1.09,0,other,,0,PAGE-NOT-ON-DISK,,yes
/bridle-path-mosquito-control,0,11,13.5,0,0.35,-0.35,0,other,,0,no,985,no
/bronte-mosquito-control,0,4,9.5,0,0.35,-0.35,0,other,,0,no,945,yes
/casa-loma-mosquito-control,0,9,17.6,0,0.35,-0.35,0,other,,0,no,959,no
/castlemore-mosquito-control,0,42,52.3,0,0.35,-0.35,0,other,,0,no,917,no
/clearview-mosquito-control,0,5,6.8,0,1.45,-1.45,0,other,,0,no,920,yes
/college-park-mosquito-control,0,12,38.8,0,0.35,-0.35,0,other,,0,no,941,no
/davisville-mosquito-control,0,40,57.5,0,0.35,-0.35,0,other,,0,no,963,no
/don-mills-mosquito-control,0,9,40.4,0,0.35,-0.35,0,other,,0,no,968,no
/eastlake-mosquito-control,0,16,34.1,0,0.35,-0.35,0,other,,0,no,946,no
/f/5-surprising-facts-about-mosquitoes-you-need-to-know,0,55,9.5,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,yes
/f/bloodsuckers-in-your-yard-kill-mosquitoes-ticks-for-good,0,5,24,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/f/enjoy-a-mosquito-free-yard-how-buzzskito-protects-your-outdoors,0,56,17.6,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/f/gta-mosquito-tick-%E2%80%93-media-brief-2025,0,11,5.1,0,2.74,-2.74,0,other,,0,PAGE-NOT-ON-DISK,,yes
/f/hidden-mosquito-hotspots-in-torontos-urban-landscape,0,9,5.9,0,2.08,-2.08,0,other,,0,PAGE-NOT-ON-DISK,,yes
/f/how-to-protect-your-family-from-mosquitoes-this-summer,0,83,29.2,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/f/is-your-backyard-a-mosquito-breeding-ground,0,4,27.5,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/f/mosquito-control-in-halton-hills-%E2%80%93-2025-guide,0,2,5.5,0,2.08,-2.08,0,other,,0,PAGE-NOT-ON-DISK,,yes
/f/mosquito-control-in-hamilton-%E2%80%93-2025-guide?s=%7Bsearch_term_string%7D,0,11,24.1,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/f/mosquito-control-in-toronto-keep-your-backyard-bite-free,0,20,7.7,0,1.09,-1.09,0,other,,0,PAGE-NOT-ON-DISK,,yes
/f/mosquito-tick-control-in-the-gta-homes-need-a-year-round-strat,0,15,24.3,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/f/oakville-etobicoke-western-gta-mosquito-tick-shield-a-plan,0,34,12.2,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/f/oakville-tick-control-guide-protect-your-family-pets,0,4,19.8,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/f/protecting-pets-from-mosquito-tick-bites-in-your-backyard,0,8,15.6,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/f/the-best-mosquito-control-for-your-backyard-in-toronto,0,73,14.9,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/f/the-mississauga-mosquito-mystery-why-your-backyard-has-ticks,0,58,8.6,0,0.83,-0.83,0,other,,0,PAGE-NOT-ON-DISK,,yes
/f/the-truth-about-mosquito-spraying-near-you-does-it-really-work,0,93,11.4,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/f/tick-repellent-for-lawns-in-ontario-everything-you-need-to-know,0,12,23,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/f/tick-spray-for-yards-what-works-best-in-ontario-backyards,0,57,26.9,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/f/top-7-signs-you-need-mosquito-and-tick-control-immediately,0,6,13.8,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/f/why-mosquito-prevention-should-be-a-year-round-effort,0,13,14.4,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/falgarwood-mosquito-control,0,14,12.7,0,0.35,-0.35,0,other,,0,no,910,no
/forest-hill-mosquito-control,0,18,12.4,0,0.35,-0.35,0,other,,0,no,948,no
/free-yard-assessment,0,20,10.2,0,0.35,-0.35,0,other,,0,no,66,yes
/glen-abbey-mosquito-control,0,17,56.9,0,0.35,-0.35,0,other,,0,no,928,no
/heart-lake-mosquito-control,0,23,10,0,0.35,-0.35,0,other,,0,no,938,yes
/home#0e84285a-78f0-4105-8f81-760af7d6d289,0,5,4.6,0,2.74,-2.74,0,other,,0,PAGE-NOT-ON-DISK,,yes
/home#f6cbbeb7-628b-48b3-8dd4-3c604a5b726a,0,5,4.6,0,2.74,-2.74,0,other,,0,PAGE-NOT-ON-DISK,,yes
/home/f/how-wildlife-brings-ticks-to-your-backyard,0,15,12.3,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/home/f/mosquito-control-in-mississauga-%E2%80%93-2025-guide-1,0,7,17.1,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
/home/f/mosquito-control-in-toronto-%E2%80%93-2025-guide,0,8,8.1,0,1.09,-1.09,0,other,,0,PAGE-NOT-ON-DISK,,yes
/home/f/oakville-tick-control-guide-protect-your-family-pets,0,34,13.3,0,0.35,-0.35,0,other,,0,PAGE-NOT-ON-DISK,,no
